aid,data,label
434185,0306,10
434185,0307,11
434185,0308,4
434185,0309,14
434185,0310,25
434185,0311,15
434185,0312,7
434185,0313,13
434185,0314,1
434198,0313,1
434198,0314,7
434198,0315,2
434198,0316,15
434198,0317,21
434198,0318,14
434198,0319,26
434205,0219,27
434205,0220,4
434270,0314,51
434270,0315,58
434270,0316,39
434270,0317,38
434270,0318,27
434270,0319,24
434271,0306,12
434271,0307,13
434275,0225,5
434275,0226,8
434275,0228,9
434275,0301,5
434275,0302,6
434275,0303,12
434275,0305,1
434281,0312,2
434281,0313,3
434302,0313,611
434302,0314,568
434302,0315,438
434302,0316,905
434302,0317,824
434302,0318,257
434302,0319,223
434311,0309,3
434311,0310,1
434311,0316,1
434311,0317,6
434312,0221,43
434328,0308,789
434328,0309,774
434335,0318,99
434335,0319,14
434439,0314,5
434439,0315,13
434439,0316,20
434439,0318,1
434439,0319,2
434441,0319,23
434450,0222,103
434450,0223,157
434450,0224,147
434450,0225,57
434450,0226,48
434450,0227,499
434450,0228,387
434450,0301,86
434450,0302,105
434450,0303,103
434450,0304,139
434450,0305,244
434450,0306,448
434459,0302,1
434459,0307,1
434459,0308,1
434459,0312,1
434459,0319,1
434463,0226,1
434463,0302,2
434463,0304,1
434463,0305,16
434463,0306,8
434463,0308,2
434463,0309,1
434463,0314,12
434496,0301,1
434552,0313,8
434552,0314,15
434552,0315,39
434552,0316,53
434552,0317,52
434552,0318,62
434552,0319,54
434576,0219,43
434576,0220,10
434576,0221,2
434576,0222,15
434576,0223,11
434576,0224,14
434576,0225,24
434576,0226,1
434576,0227,1
434576,0228,1
434576,0301,16
434576,0302,3
434576,0303,1
434576,0304,2
434576,0305,6
434576,0306,12
434576,0307,3
434576,0308,2
434577,0220,1
434577,0221,2
434577,0304,2
434577,0305,7
434583,0228,3
434583,0301,3
434583,0302,5
434583,0303,7
434583,0307,3
434627,0217,9
434627,0218,7
434627,0219,17
434627,0220,10
434627,0221,18
434627,0222,18
434627,0223,12
434627,0224,14
434627,0225,13
434627,0226,7
434627,0227,9
434627,0228,9
434743,0223,1
434743,0224,4
434743,0225,2
434743,0226,3
434743,0227,2
434743,0228,2
434743,0301,4
434743,0303,1
434743,0304,1
434743,0305,1
434743,0306,2
434760,0308,6
434760,0309,3
434760,0311,1
434760,0313,1
434760,0315,2
434760,0316,3
434760,0317,3
434769,0222,1
434769,0224,1
434769,0227,1
434792,0307,15
434794,0226,1
434852,0226,1
434852,0303,1
434929,0226,2
434929,0302,5
434929,0305,1
434931,0316,1
434953,0226,1
434953,0313,1
434953,0318,1
434992,0316,60
434992,0318,770
434992,0319,378
435013,0221,5
435013,0222,6
435013,0223,9
435028,0306,77
435028,0307,38
435045,0311,1
435045,0312,8
435045,0313,29
435045,0314,44
435045,0315,23
435045,0316,30
435045,0318,59
435045,0319,62
435048,0217,11
435048,0218,9
435048,0219,9
435048,0220,10
435048,0221,15
435048,0222,24
435048,0223,39
435048,0224,44
435048,0225,41
435048,0226,40
435048,0227,31
435048,0228,62
435048,0301,58
435048,0302,68
435048,0303,44
435048,0304,43
435048,0305,47
435048,0306,38
435048,0307,25
435048,0316,55
435048,0317,37
435048,0318,18
435048,0319,15
435063,0225,40
435063,0226,74
435063,0227,76
435063,0228,9
435079,0304,1
435105,0314,5
435105,0315,11
435105,0316,48
435105,0317,17
435105,0318,19
435105,0319,6
435113,0222,3
435113,0223,3
435135,0217,1
435135,0222,1
435135,0223,1
435135,0226,1
435135,0227,1
435135,0228,4
435153,0313,11
435153,0314,4
435173,0220,1
435173,0224,5
435173,0225,1
435173,0226,6
435173,0305,1
435173,0306,1
435173,0309,2
435173,0318,2
435238,0220,3
435266,0218,3
435266,0220,1
435269,0218,28
435269,0219,62
435269,0220,59
435269,0221,15
435269,0222,16
435269,0225,9
435270,0306,2
435293,0217,1
435293,0218,13
435293,0219,19
435302,0217,1
435302,0227,3
435302,0301,1
435302,0303,2
435302,0304,1
435302,0305,2
435302,0306,2
435302,0307,1
435302,0308,1
435302,0309,6
435322,0304,1
435322,0306,1
435322,0307,4
435322,0308,2
435322,0309,3
435322,0310,8
435322,0311,4
435322,0312,1
435322,0313,3
435322,0314,3
435322,0315,1
435322,0316,6
435322,0317,2
435322,0318,4
435322,0319,9
435365,0225,2
435365,0228,1
435365,0308,1
435365,0309,2
435400,0220,1
435400,0306,1
435400,0313,1
435429,0219,1
435429,0223,2
435429,0224,1
435429,0227,3
435429,0228,1
435429,0302,4
435429,0303,4
435429,0304,5
435429,0313,1
435429,0314,1
435438,0217,2
435444,0218,3
435444,0219,12
435444,0221,14
435444,0222,13
435444,0223,17
435447,0315,11
435472,0314,4
435472,0315,1
435472,0317,1
435472,0318,1
435545,0314,17
435545,0315,7
435545,0316,4
435545,0317,12
435545,0318,17
435545,0319,3
435588,0218,1
435588,0220,1
435601,0221,3
435601,0222,10
435601,0223,1
435694,0217,1
435694,0218,2
435694,0221,6
435694,0222,6
435694,0223,1
435700,0308,1
435700,0309,1
435700,0310,1
435700,0311,1
435700,0312,1
435700,0313,1
435700,0314,2
435700,0315,1
435700,0316,1
435744,0302,18
435744,0303,3
435744,0304,2
435744,0305,1
435744,0306,2
435744,0307,2
435744,0308,2
435744,0309,2
435744,0310,5
435744,0312,5
435744,0314,2
435744,0315,4
435744,0316,1
435744,0317,4
435744,0319,2
435746,0305,2
435746,0306,6
435794,0318,49
435794,0319,60
435805,0305,1
435809,0307,1
435809,0308,7
435815,0303,2
435815,0307,3
435852,0217,3
435852,0218,1
435852,0219,4
435852,0220,1
435852,0225,1
435852,0301,2
435852,0305,4
435852,0307,2
435852,0309,1
435852,0313,1
435852,0314,3
435852,0315,1
435852,0316,1
435852,0317,2
435866,0316,1
435866,0317,1
435866,0318,1
435866,0319,2
435881,0302,3
435881,0303,62
435881,0304,25
435881,0305,23
435881,0306,31
435913,0227,16
435939,0223,1
435939,0227,2
435939,0228,2
435939,0304,1
435980,0220,167
435980,0221,155
436022,0226,1
436022,0301,1
436022,0303,1
436022,0305,1
436022,0307,1
436022,0310,1
436022,0316,3
436022,0317,1
436030,0220,1
436030,0221,1
436030,0222,3
436030,0304,1
436030,0309,1
436034,0308,1
436034,0309,3
436034,0310,1
436034,0311,2
436034,0312,3
436034,0313,7
436034,0314,3
436034,0315,4
436034,0316,7
436034,0317,4
436034,0318,5
436034,0319,2
436074,0228,1
436074,0301,18
436074,0302,40
436074,0303,25
436074,0304,28
436074,0305,29
436074,0306,26
436074,0307,24
436074,0308,2
436082,0223,6
436082,0224,2
436082,0225,3
436082,0226,2
436097,0220,8
436097,0221,1
436135,0316,5
436157,0309,8
436200,0308,1
436200,0309,1
436200,0312,1
436200,0313,1
436255,0218,2
436255,0219,3
436255,0224,1
436255,0303,1
436255,0306,1
436293,0217,1
436293,0219,1
436293,0220,1
436293,0222,1
436308,0307,84
436328,0309,60
436328,0310,40
436328,0311,50
436328,0312,70
436328,0313,9
436328,0315,48
436328,0316,47
436328,0317,33
436328,0318,83
436328,0319,92
436362,0224,2
436362,0225,2
436362,0301,1
436379,0304,41
436390,0219,2
436390,0221,1
436402,0306,6
436402,0307,2
436402,0308,13
436402,0309,7
436402,0310,15
436402,0311,4
436402,0312,9
436402,0313,7
436402,0314,5
436402,0315,6
436402,0316,3
436412,0315,26
436412,0317,13
436412,0318,7
436412,0319,12
436436,0311,1
436436,0312,1
436495,0308,1
436495,0311,2
436495,0313,1
436495,0314,3
436496,0225,1
436592,0220,2
436592,0223,2
436592,0225,8
436592,0226,1
436592,0228,1
436594,0220,2
436594,0223,3
436594,0224,1
436594,0302,2
436597,0301,32
436597,0302,44
436597,0303,66
436597,0304,55
436597,0305,69
436597,0306,68
436597,0307,77
436597,0308,60
436597,0309,77
436597,0310,69
436597,0311,69
436597,0312,68
436597,0313,86
436597,0314,72
436597,0315,56
436597,0316,95
436597,0317,72
436597,0318,77
436597,0319,74
436683,0223,1
436683,0226,15
436683,0227,1
436683,0301,3
436683,0303,1
436683,0305,1
436704,0317,6
436704,0318,26
436704,0319,55
436759,0217,1
436759,0223,1
436759,0224,1
436759,0226,2
436759,0228,1
436759,0301,1
436759,0313,1
436762,0301,3
436762,0302,13
436762,0303,1
436762,0305,5
436762,0306,9
436762,0307,3
436762,0308,4
436762,0309,2
436762,0311,1
436762,0312,6
436762,0313,4
436762,0314,8
436762,0315,6
436762,0316,10
436762,0317,13
436762,0318,2
436779,0227,8
436779,0228,7
436779,0301,4
436779,0302,37
436779,0303,5
436779,0305,18
436779,0306,25
436779,0309,12
436779,0310,12
436779,0311,4
436779,0312,2
436779,0313,5
436779,0314,6
436779,0315,5
436792,0312,4
436792,0313,2
436806,0308,2
436806,0309,3
436811,0217,2
436811,0221,1
436811,0223,3
436811,0228,1
436811,0301,1
436811,0308,1
436811,0310,1
436811,0311,1
436811,0315,1
436857,0217,4
436857,0218,3
436857,0219,1
436857,0220,2
436857,0221,3
436857,0222,2
436857,0224,4
436857,0225,3
436857,0226,2
436857,0227,8
436857,0228,6
436857,0301,3
436857,0302,3
436857,0303,4
436857,0304,2
436857,0312,1
436857,0316,4
436857,0317,1
436857,0318,1
436863,0221,6
436863,0222,1
436937,0217,16
436937,0218,13
436937,0219,9
436937,0220,2
436937,0221,4
436937,0222,16
436937,0223,13
436937,0224,70
436937,0225,89
436937,0226,44
436937,0227,38
436937,0228,20
436937,0301,19
436937,0302,34
436937,0303,33
436937,0304,14
436937,0305,1
436940,0301,6
436940,0302,4
436940,0304,8
436940,0305,14
436940,0306,3
436940,0308,3
436940,0309,36
436940,0310,22
436940,0311,29
436940,0312,38
436940,0313,43
436944,0302,1
436944,0306,1
436945,0225,3
436945,0226,1
436945,0228,1
436945,0309,1
436954,0306,2
436954,0307,16
436954,0308,9
436954,0309,49
436954,0310,36
436954,0311,11
436954,0312,20
436954,0313,17
436954,0314,8
436954,0315,6
436954,0316,4
436954,0317,5
436954,0318,10
436954,0319,6
436958,0217,39
436958,0220,15
436958,0222,4
436958,0223,23
436958,0224,9
436958,0226,10
436958,0227,21
436958,0228,6
436958,0301,5
436958,0302,3
436958,0303,15
436958,0304,1
436958,0307,3
436958,0308,10
436958,0309,1
436958,0310,1
436958,0311,6
436958,0312,2
436958,0313,13
436958,0314,7
436958,0315,16
436958,0316,5
436958,0317,6
436958,0318,9
436958,0319,2
436959,0313,1
436974,0310,10
436974,0311,10
436974,0312,30
436974,0313,4
436974,0314,1
436974,0315,3
436974,0316,9
436974,0317,4
436974,0318,4
436986,0221,1
437020,0226,5
437020,0227,4
437020,0303,2
437020,0304,5
437020,0305,4
437064,0307,16
437064,0308,36
437064,0309,48
437064,0310,39
437064,0311,23
437064,0312,9
437064,0313,4
437064,0314,3
437064,0315,7
437064,0316,6
437064,0317,5
437064,0318,8
437064,0319,10
437085,0307,1
437085,0308,2
437085,0311,2
437085,0312,3
437085,0313,1
437128,0302,2
437128,0308,1
437128,0317,4
437128,0319,1
437152,0319,18
437161,0220,1
437161,0221,1
437181,0305,15
437181,0306,5
437181,0307,15
437181,0308,18
437181,0309,17
437181,0310,31
437181,0311,30
437181,0312,26
437181,0313,12
437181,0314,25
437181,0315,20
437181,0316,8
437184,0227,1
437184,0228,23
437184,0301,29
437184,0302,8
437184,0303,20
437184,0304,20
437184,0305,17
437184,0306,15
437184,0307,12
437184,0308,17
437184,0309,14
437184,0310,17
437184,0311,25
437184,0312,24
437184,0313,20
437184,0314,25
437184,0315,16
437184,0316,24
437184,0317,20
437184,0318,24
437184,0319,25
437216,0301,1
437216,0304,1
437216,0305,1
437216,0306,1
437216,0309,2
437216,0313,1
437246,0319,1
437250,0219,3
437276,0314,7
437276,0315,2
437296,0311,2
437331,0306,1
437331,0307,29
437331,0308,24
437331,0309,17
437331,0310,17
437331,0316,4
437331,0317,3
437345,0228,3
437345,0301,2
437345,0302,3
437345,0309,2
437345,0314,2
437345,0315,2
437345,0317,1
437345,0318,2
437345,0319,3
437350,0226,1
437371,0309,64
437371,0311,35
437371,0312,81
437433,0217,1
437433,0218,1
437433,0221,6
437433,0222,2
437433,0223,2
437433,0224,6
437433,0226,3
437433,0301,1
437433,0304,1
437433,0305,3
437433,0307,3
437433,0309,1
437433,0311,1
437433,0312,2
437433,0313,5
437433,0314,2
437433,0315,1
437433,0316,1
437433,0317,2
437433,0319,1
437467,0226,7
437467,0227,11
437467,0228,11
437467,0301,15
437467,0302,10
437467,0303,34
437467,0304,6
437481,0305,6
437481,0309,1
437481,0311,5
437481,0312,2
437481,0313,2
437481,0314,6
437481,0315,3
437481,0316,1
437494,0222,2
437494,0223,13
437494,0224,44
437494,0225,85
437494,0226,55
437494,0227,52
437494,0228,44
437494,0301,22
437494,0302,33
437494,0303,25
437494,0304,22
437494,0305,50
437494,0306,74
437494,0307,51
437494,0308,9
437494,0309,60
437494,0310,22
437494,0311,32
437494,0312,23
437494,0313,38
437494,0314,34
437494,0315,51
437494,0316,20
437494,0317,31
437494,0318,22
437494,0319,26
437517,0217,22
437517,0218,72
437517,0219,6
437517,0220,1
437517,0303,17
437544,0301,5
437544,0302,3
437544,0305,1
437544,0306,1
437544,0308,1
437544,0309,2
437544,0310,1
437544,0311,1
437544,0312,1
437544,0313,1
437547,0313,9
437547,0314,7
437547,0315,16
437547,0316,11
437547,0317,14
437547,0318,6
437547,0319,9
437553,0227,6
437553,0228,10
437553,0301,34
437553,0304,2
437553,0305,6
437553,0306,3
437553,0308,1
437553,0317,1
437553,0318,26
437565,0225,2
437565,0226,1
437581,0303,21
437582,0221,1
437582,0223,5
437582,0225,2
437582,0227,1
437582,0302,1
437596,0217,4
437596,0218,3
437596,0219,7
437596,0220,10
437596,0221,4
437596,0222,9
437596,0223,9
437596,0224,12
437596,0225,10
437596,0227,12
437596,0228,7
437596,0301,10
437596,0302,9
437596,0303,9
437596,0304,7
437596,0305,7
437596,0306,5
437596,0307,6
437596,0308,7
437596,0309,14
437596,0310,20
437596,0311,5
437596,0312,4
437596,0313,3
437596,0314,3
437596,0315,3
437596,0316,3
437596,0317,11
437596,0318,4
437596,0319,4
437622,0217,1
437622,0219,1
437622,0220,1
437624,0217,10
437624,0218,3
437624,0219,5
437624,0220,2
437624,0221,7
437624,0222,4
437624,0223,2
437624,0225,5
437624,0226,14
437624,0227,7
437624,0228,2
437624,0301,1
437624,0302,2
437624,0303,4
437624,0304,2
437624,0307,2
437624,0308,2
437624,0309,9
437624,0310,2
437624,0311,4
437624,0312,2
437624,0313,1
437624,0315,1
437624,0316,1
437624,0319,1
437743,0223,5
437743,0226,3
437743,0227,32
437743,0228,24
437743,0301,28
437743,0302,28
437743,0303,9
437743,0304,1
437743,0305,8
437743,0306,10
437743,0307,8
437743,0316,3
437743,0317,1
437743,0318,5
437743,0319,9
437761,0315,3
437761,0316,3
437761,0317,5
437761,0318,1
437761,0319,3
437775,0314,2
437775,0315,2
437775,0316,12
437775,0317,15
437775,0318,6
437775,0319,4
437808,0224,1
437808,0227,1
437808,0313,1
437808,0316,1
437808,0317,1
437808,0318,1
437808,0319,1
437825,0304,7
437825,0305,3
437841,0311,2
437841,0312,3
437841,0314,4
437841,0316,4
437841,0317,2
437841,0318,3
437841,0319,7
437846,0217,1
437846,0220,2
437910,0304,1
437923,0315,155
437937,0306,25
438004,0307,1
438004,0308,17
438004,0309,8
438004,0310,13
438004,0311,5
438004,0312,4
438004,0313,8
438004,0314,6
438004,0315,7
438004,0316,8
438004,0317,13
438004,0318,4
438004,0319,6
438028,0316,1
438033,0306,8
438065,0217,1
438065,0223,1
438065,0224,1
438065,0227,1
438065,0308,1
438065,0309,1
438065,0318,1
438065,0319,2
438083,0217,3
438083,0219,3
438083,0221,2
438109,0227,15
438109,0228,26
438171,0305,375
438171,0306,135
438192,0313,1
438192,0316,1
438209,0228,17
438209,0301,13
438209,0304,1
438209,0305,6
438209,0306,1
438273,0314,13
438278,0312,39
438278,0313,14
438278,0314,16
438278,0315,15
438310,0309,67
438310,0310,119
438310,0311,36
438310,0312,28
438310,0313,43
438310,0314,39
438310,0315,33
438310,0316,34
438310,0317,37
438310,0318,23
438310,0319,20
438347,0309,62
438386,0307,3
438386,0308,1
438386,0309,8
438386,0310,6
438387,0222,9
438387,0224,1
438387,0225,1
438387,0309,1
438389,0309,60
438390,0301,19
438390,0302,1
438390,0309,22
438390,0310,14
438390,0311,20
438390,0312,3
438390,0313,2
438390,0314,2
438390,0315,2
438390,0316,36
438390,0317,17
438390,0318,10
438390,0319,30
438419,0224,1
438424,0227,2
438424,0301,5
438424,0303,1
438424,0308,2
438424,0311,1
438424,0314,3
438424,0315,1
438424,0317,2
438462,0219,102
438462,0220,193
438462,0221,317
438462,0222,320
438462,0223,228
438462,0224,97
438462,0225,89
438462,0226,66
438462,0227,67
438462,0228,90
438462,0301,77
438462,0302,47
438462,0303,57
438462,0304,71
438462,0305,1
438464,0219,1
438464,0221,2
438464,0222,2
438515,0310,12
438515,0311,2
438515,0312,2
438520,0305,6
438522,0221,9
438522,0222,1
438522,0225,2
438522,0226,1
438522,0227,1
438522,0228,1
438522,0303,1
438522,0305,1
438522,0308,7
438558,0220,1
438558,0223,2
438558,0224,2
438568,0220,5
438568,0223,1
438568,0225,25
438568,0226,9
438568,0227,7
438568,0301,1
438568,0304,1
438568,0307,2
438568,0311,1
438568,0312,4
438568,0313,5
438575,0219,4
438575,0221,4
438609,0228,1
438609,0301,3
438680,0218,51
438680,0219,150
438680,0220,245
438680,0221,133
438680,0222,32
438680,0223,136
438680,0224,45
438680,0225,2
438680,0226,1
438712,0224,4
438712,0225,4
438762,0217,19
438762,0218,30
438762,0219,57
438762,0220,1
438762,0223,1
438762,0224,2
438762,0228,7
438762,0301,3
438762,0302,1
438762,0317,1
438762,0318,1
438774,0305,2649
438774,0306,3506
438774,0307,4370
438774,0308,3644
438774,0309,3539
438774,0310,5019
438774,0311,1763
438774,0312,1692
438774,0313,3179
438774,0314,2180
438774,0315,1761
438774,0316,2036
438774,0317,2041
438774,0318,982
438774,0319,49
438810,0302,1
438810,0304,2
438810,0305,2
438810,0308,2
438810,0309,1
438810,0312,1
438820,0219,4
438820,0220,16
438866,0226,2
438866,0227,3
438866,0228,2
438866,0301,2
438866,0303,1
438866,0304,2
438866,0306,1
438866,0307,1
438867,0217,12
438867,0218,1
438867,0219,16
438867,0220,5
438867,0221,8
438867,0222,7
438867,0223,1
438895,0217,1
438895,0220,1
438895,0221,2
438895,0222,2
438895,0223,5
438895,0224,1
438895,0227,2
438895,0228,3
438895,0301,1
438895,0304,1
438895,0306,1
438895,0307,2
438895,0310,2
438895,0311,2
438895,0313,2
438895,0314,2
438895,0315,2
438895,0316,4
438895,0317,6
438895,0319,3
438924,0217,9
438949,0224,3
438963,0308,1
438963,0309,25
438963,0310,14
438963,0311,2
438963,0312,24
438963,0313,25
438966,0217,2
438966,0218,6
438966,0219,5
438966,0220,6
438966,0221,2
438966,0222,4
438966,0223,17
438966,0224,5
438966,0225,1
438966,0226,4
438966,0227,2
438966,0228,3
438966,0301,2
438966,0302,4
438966,0303,2
438966,0304,2
438966,0305,10
438966,0312,3
438966,0313,9
438966,0315,4
438966,0316,7
438966,0317,11
438966,0318,5
438966,0319,10
438973,0220,2
438973,0221,2
438973,0223,1
438973,0224,1
438973,0316,1
438984,0318,6
438984,0319,7
439003,0222,26
439003,0223,14
439003,0224,18
439003,0225,11
439003,0226,18
439003,0227,12
439003,0228,23
439003,0301,5
439003,0302,38
439003,0303,37
439003,0304,2
439034,0221,4
439034,0224,2
439034,0226,2
439034,0227,3
439034,0228,10
439034,0301,8
439034,0303,6
439034,0304,1
439062,0226,1
439062,0227,4
439062,0228,3
439062,0302,14
439062,0303,10
439062,0304,3
439062,0305,1
439062,0308,7
439062,0309,2
439062,0310,13
439062,0311,4
439062,0312,1
439062,0313,5
439062,0316,4
439062,0317,14
439062,0318,2
439062,0319,2
439063,0226,1
439063,0227,6
439063,0228,7
439063,0301,15
439063,0302,7
439063,0304,1
439063,0305,4
439063,0306,3
439063,0307,8
439063,0308,7
439063,0309,17
439063,0310,17
439063,0311,3
439063,0312,7
439063,0313,2
439063,0314,2
439063,0315,4
439063,0316,11
439063,0317,14
439063,0318,3
439063,0319,4
439078,0310,2
439078,0311,2
439078,0312,2
439078,0313,1
439078,0314,2
439078,0315,4
439078,0316,3
439078,0317,6
439078,0318,4
439078,0319,1
439132,0316,6
439132,0318,3
439154,0312,7
439157,0222,8
439157,0223,3
439157,0224,1
439157,0228,1
439157,0302,2
439157,0304,2
439157,0305,1
439157,0307,1
439157,0314,2
439157,0315,5
439157,0317,2
439170,0217,6
439170,0224,1
439170,0303,10
439179,0226,35
439179,0227,28
439179,0228,6
439179,0301,421
439179,0302,1223
439179,0303,1222
439179,0304,1363
439179,0305,1345
439179,0306,1139
439179,0307,1027
439179,0308,1205
439179,0309,1475
439179,0310,867
439179,0311,569
439179,0312,243
439179,0313,68
439179,0314,101
439179,0315,64
439179,0316,5
439179,0317,34
439179,0318,7
439179,0319,5
439194,0309,6
439211,0217,3
439211,0218,1
439211,0222,2
439211,0315,10
439211,0317,5
439213,0302,35
439213,0303,62
439213,0304,51
439213,0305,66
439213,0306,46
439213,0307,36
439213,0308,24
439219,0226,1
439219,0301,1
439219,0304,1
439245,0224,165
439245,0225,74
439245,0226,101
439245,0227,45
439245,0228,48
439245,0301,66
439259,0217,1
439259,0224,1
439307,0217,1
439307,0224,1
439307,0227,1
439307,0302,1
439330,0222,4
439330,0223,3
439330,0302,1
439356,0228,3
439356,0305,1
439356,0306,3
439356,0307,3
439359,0226,1
439359,0227,3
439359,0301,14
439376,0302,1
439376,0315,1
439376,0318,2
439376,0319,3
439393,0218,2
439393,0219,10
439393,0221,4
439393,0222,1
439393,0223,5
439393,0224,2
439393,0225,4
439393,0226,3
439393,0227,3
439393,0228,2
439393,0301,3
439393,0302,13
439393,0303,5
439393,0304,4
439393,0305,3
439393,0306,3
439393,0307,6
439393,0308,6
439393,0309,1
439393,0310,5
439393,0311,3
439393,0312,6
439393,0313,4
439393,0314,5
439393,0315,7
439393,0316,11
439393,0319,3
439409,0306,12
439409,0307,1
439409,0308,4
439409,0309,7
439409,0310,5
439409,0311,9
439409,0312,28
439409,0313,12
439409,0314,7
439409,0315,8
439409,0316,25
439409,0317,24
439409,0318,17
439409,0319,7
439419,0302,14
439419,0304,6
439419,0305,8
439419,0306,8
439419,0307,3
439419,0308,8
439419,0309,5
439419,0310,4
439419,0311,7
439419,0313,3
439419,0314,4
439446,0310,39
439446,0311,8
439446,0312,8
439446,0313,6
439446,0314,6
439468,0304,1
439469,0318,61
439493,0220,3
439493,0221,47
439497,0307,11
439497,0308,18
439497,0309,17
439497,0310,12
439497,0311,12
439497,0313,6
439497,0314,15
439505,0218,1
439505,0222,2
439505,0223,1
439505,0224,1
439505,0226,2
439505,0227,1
439505,0301,1
439505,0302,1
439505,0304,2
439505,0306,1
439506,0302,3
439506,0303,3
439506,0304,1
439506,0305,1
439506,0310,1
439506,0314,1
439506,0316,1
439506,0317,1
439506,0318,1
439532,0217,8
439532,0218,1
439532,0219,2
439532,0220,2
439532,0221,11
439532,0222,3
439532,0223,6
439532,0224,11
439532,0225,3
439532,0226,4
439532,0227,7
439532,0228,2
439532,0301,14
439532,0302,22
439532,0303,12
439532,0304,6
439532,0305,3
439544,0218,1
439566,0318,2
439566,0319,2
439612,0218,2
439612,0220,2
439612,0225,2
439612,0228,6
439612,0308,1
439612,0311,4
439612,0313,3
439612,0314,4
439612,0315,7
439612,0316,6
439612,0318,5
439612,0319,2
439618,0314,1
439619,0301,3
439619,0302,2
439619,0309,2
439624,0217,1
439649,0306,9
439728,0319,7
439733,0306,39
439733,0307,56
439733,0308,53
439733,0309,42
439733,0310,55
439733,0311,38
439733,0312,54
439733,0313,37
439733,0314,66
439733,0315,53
439733,0318,39
439733,0319,26
439754,0222,1
439754,0223,1
439754,0228,1
439754,0302,84
439754,0303,11
439754,0304,34
439754,0305,7
439754,0306,2
439754,0307,1
439754,0308,6
439754,0309,3
439754,0310,1
439754,0311,2
439754,0312,2
439754,0313,5
439754,0314,17
439754,0315,23
439754,0316,30
439754,0317,84
439754,0318,44
439754,0319,39
439770,0303,1
439791,0227,1
439791,0302,2
439791,0304,1
439791,0305,16
439791,0306,23
439791,0308,1
439791,0317,10
439791,0319,22
439816,0221,19
439816,0309,1
439816,0311,5
439816,0314,1
439818,0304,30
439818,0305,16
439952,0305,231
439952,0306,62
439969,0221,1
439969,0222,7
439969,0223,1
439969,0226,2
439969,0307,3
439997,0222,1
440015,0310,1
440015,0311,1
440015,0317,1
440029,0218,5
440029,0219,1
440029,0220,1
440029,0221,5
440029,0224,1
440029,0225,3
440029,0226,2
440029,0227,1
440029,0303,1
440029,0305,2
440029,0306,3
440029,0307,3
440029,0308,1
440029,0309,3
440029,0310,6
440029,0311,1
440029,0312,1
440029,0314,2
440029,0315,1
440029,0317,3
440029,0318,3
440029,0319,3
440058,0217,95
440058,0218,3
440058,0219,2
440058,0220,2
440058,0221,2
440058,0223,3
440058,0225,2
440084,0217,5
440084,0218,3
440084,0219,7
440084,0220,1
440084,0221,2
440084,0222,3
440084,0223,3
440084,0224,5
440084,0225,1
440084,0226,6
440084,0227,4
440084,0228,3
440084,0302,1
440084,0309,4
440084,0310,2
440084,0317,7
440114,0222,3
440114,0224,1
440114,0225,5
440114,0304,2
440126,0317,1
440126,0318,2
440126,0319,2
440139,0225,1
440142,0306,1
440142,0311,1
440142,0312,1
440142,0314,1
440142,0318,2
440146,0218,2
440153,0302,80
440153,0303,127
440153,0304,117
440153,0305,129
440153,0306,102
440153,0307,109
440153,0308,87
440153,0309,84
440153,0315,75
440155,0302,5
440155,0303,4
440155,0304,4
440155,0306,3
440155,0309,2
440155,0310,1
440155,0313,1
440155,0317,2
440155,0318,1
440191,0227,2
440191,0228,1
440191,0301,5
440191,0302,1
440191,0303,8
440191,0304,3
440191,0305,2
440191,0306,4
440191,0307,1
440191,0312,2
440191,0313,6
440191,0314,13
440191,0315,7
440191,0316,29
440191,0317,40
440199,0218,19
440199,0219,2
440217,0228,3
440234,0217,4
440234,0306,1
440234,0307,11
440234,0308,18
440234,0309,25
440234,0310,13
440234,0311,2
440234,0312,19
440234,0313,3
440234,0314,17
440234,0315,17
440234,0316,12
440234,0317,7
440234,0318,6
440234,0319,2
440238,0311,8
440238,0313,1
440238,0314,1
440238,0315,1
440238,0316,2
440238,0317,2
440238,0318,3
440305,0311,5
440305,0312,7
440305,0313,3
440305,0314,8
440305,0315,5
440305,0316,9
440305,0317,1
440305,0318,3
440305,0319,2
440390,0217,2
440390,0218,5
440390,0219,3
440390,0220,5
440390,0221,4
440390,0224,1
440390,0227,3
440390,0228,11
440390,0301,1
440390,0303,3
440440,0219,2
440440,0224,1
440440,0225,3
440478,0304,1
440478,0313,3
440491,0315,40
440491,0316,50
440491,0317,37
440569,0312,2
440569,0314,1
440569,0315,20
440569,0316,6
440569,0317,2
440569,0318,2
440569,0319,4
440577,0228,1
440616,0219,6
440616,0220,1
440616,0225,2
440616,0226,1
440616,0228,2
440616,0301,2
440616,0302,3
440616,0303,3
440616,0304,1
440621,0218,1
440621,0224,2
440641,0225,1
440641,0304,2
440641,0307,1
440641,0308,1
440641,0311,2
440641,0312,2
440641,0316,1
440643,0310,13
440643,0311,12
440643,0312,35
440643,0313,5
440643,0314,41
440643,0315,22
440643,0316,11
440643,0317,12
440643,0318,8
440643,0319,5
440645,0313,4
440664,0228,6
440664,0301,10
440664,0302,2
440664,0303,16
440664,0310,1
440664,0311,3
440664,0312,2
440664,0314,1
440664,0319,4
440682,0218,1
440682,0220,9
440682,0223,6
440682,0224,2
440682,0302,6
440682,0304,2
440682,0305,1
440684,0217,22
440684,0218,1
440684,0222,2
